Follow ArmA 2 RCon on twitter or facebook in order to stay up to date!
http://twitter.com/solicus
http://www.facebook.com/solicusoftware
Thanks. :)
Connected to 94.242.227.218:2362
(2012-12-02 | 16:02:21) : RCon admin #2 (90.210.114.162:62364) logged in
(2012-12-02 | 16:07:20) : CreateVehicle Log: #9 Delta Ryan  (a3575c43be955450004883874c6ee93a) - #62 "WeaponHolder" 314:2 [-18663,25870,373]
(2012-12-02 | 16:07:20) : CreateVehicle Log: #9 Delta Ryan  (a3575c43be955450004883874c6ee93a) - #62 "Sniper1_DZ" 314:5 [-18663,25870,373]
(2012-12-02 | 16:07:20) : CreateVehicle Log: #9 Delta Ryan  (a3575c43be955450004883874c6ee93a) - #62 "DZ_Backpack_EP1" 314:7 [0,0,0]
(2012-12-02 | 16:07:21) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "WeaponHolder" 311:15 [7070,9941,373]
(2012-12-02 | 16:07:22) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WildBoar" 244:448 [5332,7887,332]
(2012-12-02 | 16:07:22) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_hunter" 315:66 [6836,2569,6]
(2012-12-02 | 16:07:22) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager1" 315:68 [6882,2582,6]
(2012-12-02 | 16:07:24) : Player #13 Pharazon disconnected
(2012-12-02 | 16:07:26) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager3" 315:70 [6877,2443,6]
(2012-12-02 | 16:07:26) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager1" 315:72 [6920,2442,6]
(2012-12-02 | 16:07:33) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager1" 315:74 [6914,2691,5]
(2012-12-02 | 16:07:33) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager2" 315:76 [6895,2680,5]
(2012-12-02 | 16:07:33) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager1" 315:78 [6863,2695,6]
(2012-12-02 | 16:07:33) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:80 [6902,2366,6]
(2012-12-02 | 16:07:34) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_worker2" 315:83 [6893,2396,6]
(2012-12-02 | 16:07:35) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager3" 315:85 [6937,2572,6]
(2012-12-02 | 16:07:36) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager2" 315:87 [6920,2508,6]
(2012-12-02 | 16:07:38) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "zZombie_Base" 315:89 [6941,2390,6]
(2012-12-02 | 16:07:38) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "z_villager1" 315:91 [6943,2389,6]
(2012-12-02 | 16:07:38) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder_ItemHatchet" 315:93 [6928,2371,7]
(2012-12-02 | 16:07:39) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "WildBoar" 311:16 [7745,9895,408]
(2012-12-02 | 16:07:39) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder_ItemHatchet" 315:94 [6941,2383,14]
(2012-12-02 | 16:07:48) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "WeaponHolder" 323:2 [-18661,25820,378]
(2012-12-02 | 16:07:48) : CreateVehicle Log: #19 SET_CAT (c7aab60e0359a500cafd0dcf7877e9ce) - #62 "Bandit1_DZ" 323:5 [0,0,0]
(2012-12-02 | 16:07:48) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WildBoar" 244:450 [5600,7075,324]
(2012-12-02 | 16:07:50) : Player #12 RICHARD (44b80baaf574ee8f34a744947d5e5393) has been kicked by BattlEye: Client not responding
(2012-12-02 | 16:07:54) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "z_teacher" 311:19 [6890,9887,372]
(2012-12-02 | 16:07:54) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "z_villager2" 311:21 [6886,9852,377]
(2012-12-02 | 16:07:55) : CreateVehicle Log: #14 BNS | Alex (b75b6c6263b8cff0779254c424733932) - #62 "WeaponHolder" 318:10 [13772,2900,44]
(2012-12-02 | 16:07:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "WeaponHolder" 319:3 [-18642,25937,370]
(2012-12-02 | 16:07:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "Sniper1_DZ" 319:6 [0,0,0]
(2012-12-02 | 16:07:59) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "DZ_ALICE_Pack_EP1" 319:8 [0,0,0]
(2012-12-02 | 16:08:00) : CreateVehicle Log: #16 Lamora (893cd0e6261308a5cc03097e3caabe21) - #62 "WeaponHolder" 320:3 [-18631,25939,368]
(2012-12-02 | 16:08:00) : CreateVehicle Log: #16 Lamora (893cd0e6261308a5cc03097e3caabe21) - #62 "Sniper1_DZ" 320:6 [-18631,25939,368]
(2012-12-02 | 16:08:00) : CreateVehicle Log: #16 Lamora (893cd0e6261308a5cc03097e3caabe21) - #62 "DZ_ALICE_Pack_EP1" 320:8 [0,0,0]
(2012-12-02 | 16:08:10) : Player #12 Pharazon (89.245.124.127:2364) connected
(2012-12-02 | 16:08:11) : Player #12 Pharazon - GUID: 6dcebd744825fa1f7f75ad907bf2ff99 (unverified)
(2012-12-02 | 16:08:16) : Verified GUID (6dcebd744825fa1f7f75ad907bf2ff99) of player #12 Pharazon
(2012-12-02 | 16:08:16) : CreateVehicle Log: #17 [TCC] Margaret Thatcher (39a9d14e9f5af462003d5efa4b5d6330) - #62 "WeaponHolder" 321:2 [-18629,25931,368]
(2012-12-02 | 16:08:16) : CreateVehicle Log: #17 [TCC] Margaret Thatcher (39a9d14e9f5af462003d5efa4b5d6330) - #62 "Survivor2_DZ" 321:5 [-18629,25931,368]
(2012-12-02 | 16:08:16) : CreateVehicle Log: #17 [TCC] Margaret Thatcher (39a9d14e9f5af462003d5efa4b5d6330) - #62 "DZ_CivilBackpack_EP1" 321:7 [0,0,0]
(2012-12-02 | 16:08:24) : Player #13 yinchance (86.139.176.217:2364) connected
(2012-12-02 | 16:08:25) : Player #13 yinchance - GUID: 6688e25eaf3e3c9337b1142fb92a861d (unverified)
(2012-12-02 | 16:08:26) : Verified GUID (6688e25eaf3e3c9337b1142fb92a861d) of player #13 yinchance
(2012-12-02 | 16:08:28) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:96 [6852,2551,15]
(2012-12-02 | 16:08:30) : Player #6 UniChrome (758acda175221cfe06b20163a633619a) has been kicked by BattlEye: Client not responding
(2012-12-02 | 16:08:32) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:97 [6862,2558,15]
(2012-12-02 | 16:08:34) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:12 [11610,10661,163]
(2012-12-02 | 16:08:34) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:14 [11545,10663,166]
(2012-12-02 | 16:08:34) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager3" 313:16 [11572,10666,166]
(2012-12-02 | 16:08:35) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:99 [6907,2561,7]
(2012-12-02 | 16:08:35) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:100 [6904,2559,7]
(2012-12-02 | 16:08:35) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:101 [6899,2558,15]
(2012-12-02 | 16:08:41) : Player #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) has been kicked by BattlEye: Client not responding
(2012-12-02 | 16:08:42) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:102 [6903,2489,6]
(2012-12-02 | 16:08:42) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_villager2" 313:18 [11570,10649,162]
(2012-12-02 | 16:08:43) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "z_hunter" 313:20 [11610,10649,159]
(2012-12-02 | 16:08:44) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "WeaponHolder" 202:985 [-18688,25929,377]
(2012-12-02 | 16:08:45) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "Camo1_DZ" 202:988 [0,0,0]
(2012-12-02 | 16:08:45) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "DZ_CivilBackpack_EP1" 202:990 [0,0,0]
(2012-12-02 | 16:08:49) : CreateVehicle Log: #15 BNS | Chriss (c7d0b10c1602952d1473e6c0de35fd23) - #62 "WeaponHolder" 319:10 [13814,2912,41]
(2012-12-02 | 16:08:54) : Player #4 euannr (78.155.228.128:39352) connected
(2012-12-02 | 16:08:56) : Player #4 euannr - GUID: 1dfe5bd552add9c137cc1369b7e3be99 (unverified)
(2012-12-02 | 16:08:57) : Verified GUID (1dfe5bd552add9c137cc1369b7e3be99) of player #4 euannr
(2012-12-02 | 16:09:05) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Cow04" 244:454 [5796,7532,312]
(2012-12-02 | 16:09:11) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "Cow03" 311:24 [7073,9500,377]
(2012-12-02 | 16:09:18) : CreateVehicle Log: #9 Delta Ryan  (a3575c43be955450004883874c6ee93a) - #62 "WeaponHolder" 314:10 [1113,5082,115]
(2012-12-02 | 16:09:20) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_policeman" 244:456 [5446,7899,324]
(2012-12-02 | 16:09:20) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_policeman" 244:458 [5484,7857,319]
(2012-12-02 | 16:09:20) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "z_policeman" 244:460 [5467,7913,324]
(2012-12-02 | 16:09:33) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "WeaponHolder" 325:2 [-18638,25815,377]
(2012-12-02 | 16:09:33) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "Sniper1_DZ" 325:5 [-18638,25814,376]
(2012-12-02 | 16:09:34) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "DZ_ALICE_Pack_EP1" 325:7 [0,0,0]
(2012-12-02 | 16:09:34) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WeaponHolder" 244:462 [5344,7793,324]
(2012-12-02 | 16:09:36) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "Goat" 237:622 [7166,9733,384]
(2012-12-02 | 16:09:39) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "WildBoar" 311:26 [7551,10964,262]
(2012-12-02 | 16:09:42) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "WildBoar" 237:624 [6750,10197,335]
(2012-12-02 | 16:09:42) : Player #6 oz0wn (90.194.140.1:2364) connected
(2012-12-02 | 16:09:44) : Player #6 oz0wn - GUID: f1eb219f719152c50486cfe688548bbf (unverified)
(2012-12-02 | 16:09:44) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_villager3" 325:8 [10626,12753,286]
(2012-12-02 | 16:09:45) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_villager1" 325:10 [10687,12749,299]
(2012-12-02 | 16:09:45) : Verified GUID (f1eb219f719152c50486cfe688548bbf) of player #6 oz0wn
(2012-12-02 | 16:09:47) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "Rabbit" 313:22 [11863,11279,196]
(2012-12-02 | 16:09:50) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:103 [6903,2491,6]
(2012-12-02 | 16:09:50) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "Goat" 325:12 [11147,12546,221]
(2012-12-02 | 16:09:53) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "Rabbit" 313:24 [12235,10590,95]
(2012-12-02 | 16:09:55) : CreateVehicle Log: #1 Cipher (b4ee08be3a3155c5d8b921d830335877) - #62 "Goat" 311:28 [6437,10484,296]
(2012-12-02 | 16:09:59) : Player #10 Nomad (8bc61e253f73dab97620b66e21d9f72e) has been kicked by BattlEye: Client not responding
(2012-12-02 | 16:10:00) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "Goat" 313:27 [11714,10375,101]
(2012-12-02 | 16:10:03) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WeaponHolder" 244:464 [5468,7885,329]
(2012-12-02 | 16:10:03) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WildBoar" 244:465 [6067,8053,335]
(2012-12-02 | 16:10:04) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "Rabbit" 237:627 [7317,11137,303]
(2012-12-02 | 16:10:09) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Cow04" 244:467 [4886,8279,334]
(2012-12-02 | 16:10:09) : Player #10 [SRS] Danne (81.233.201.118:63728) connected
(2012-12-02 | 16:10:10) : Player #10 [SRS] Danne - GUID: 1f00c2a18587b4639d958334ba96e08d (unverified)
(2012-12-02 | 16:10:11) : Player #10 [SRS] Danne (1f00c2a18587b4639d958334ba96e08d) has been kicked by BattlEye: Global Ban #1f00c2
(2012-12-02 | 16:10:11) : CreateVehicle Log: #11 Si (f82bf8ae478c83152c31530509c30dc0) - #62 "WeaponHolder" 315:105 [6903,2491,6]
(2012-12-02 | 16:10:15) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Rabbit" 244:469 [4613,7851,312]
(2012-12-02 | 16:10:17) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_worker3" 325:14 [10490,12799,256]
(2012-12-02 | 16:10:17) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_worker2" 325:16 [10497,12837,253]
(2012-12-02 | 16:10:18) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "Hen" 313:29 [12227,10825,109]
(2012-12-02 | 16:10:31) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WildBoar" 313:31 [11044,10480,120]
(2012-12-02 | 16:10:32) : CreateVehicle Log: #16 Lamora (893cd0e6261308a5cc03097e3caabe21) - #62 "WeaponHolder" 320:11 [8287,12645,110]
(2012-12-02 | 16:10:36) : Player #9 Delta Ryan  disconnected
(2012-12-02 | 16:10:41) : CreateVehicle Log: #5 [TCC] Daniel (5e2da9e64af582f509038eeb07b0a98a) - #62 "Sheep" 237:629 [7369,10703,293]
(2012-12-02 | 16:10:51) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "WeaponHolder" 328:2 [-18676,25883,375]
(2012-12-02 | 16:10:51) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "Survivor2_DZ" 328:5 [0,0,0]
(2012-12-02 | 16:10:51) : CreateVehicle Log: #6 oz0wn (f1eb219f719152c50486cfe688548bbf) - #62 "DZ_Patrol_Pack_EP1" 328:7 [0,0,0]
(2012-12-02 | 16:10:52) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "WildBoar" 244:471 [4843,7473,340]
(2012-12-02 | 16:10:53) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "WildBoar" 313:33 [11841,10961,167]
(2012-12-02 | 16:10:59) : CreateVehicle Log: #17 [TCC] Margaret Thatcher (39a9d14e9f5af462003d5efa4b5d6330) - #62 "Rabbit" 321:10 [6967,11666,368]
(2012-12-02 | 16:11:04) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:992 [2600,9993,269]
(2012-12-02 | 16:11:04) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:994 [2604,9945,268]
(2012-12-02 | 16:11:05) : Player #9 Diamond Dave (92.237.223.67:2364) connected
(2012-12-02 | 16:11:05) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:996 [2673,9927,273]
(2012-12-02 | 16:11:06) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:998 [2632,9962,272]
(2012-12-02 | 16:11:07) : Player #9 Diamond Dave - GUID: d61fda96c9d06fe101aa8d69b53464d5 (unverified)
(2012-12-02 | 16:11:07) : Verified GUID (d61fda96c9d06fe101aa8d69b53464d5) of player #9 Diamond Dave
(2012-12-02 | 16:11:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1000 [2640,10032,274]
(2012-12-02 | 16:11:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1002 [2655,10073,273]
(2012-12-02 | 16:11:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1004 [2650,10003,274]
(2012-12-02 | 16:11:08) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1006 [2672,10092,273]
(2012-12-02 | 16:11:09) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1008 [2669,10086,273]
(2012-12-02 | 16:11:10) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1010 [2666,9955,274]
(2012-12-02 | 16:11:10) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1012 [2668,9993,273]
(2012-12-02 | 16:11:10) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1014 [2685,9992,273]
(2012-12-02 | 16:11:11) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1016 [2668,9978,274]
(2012-12-02 | 16:11:12) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1018 [2704,10005,273]
(2012-12-02 | 16:11:12) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1020 [2692,9985,273]
(2012-12-02 | 16:11:13) : Player #10 PLAYER 2 (89.105.243.113:2314) connected
(2012-12-02 | 16:11:13) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1022 [2726,9878,274]
(2012-12-02 | 16:11:14) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1024 [2708,9898,273]
(2012-12-02 | 16:11:14) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1026 [2695,9870,271]
(2012-12-02 | 16:11:14) : Player #10 PLAYER 2 - GUID: c061711c8a191652b60fb06c19139524 (unverified)
(2012-12-02 | 16:11:14) : Verified GUID (c061711c8a191652b60fb06c19139524) of player #10 PLAYER 2
(2012-12-02 | 16:11:15) : Player #10 PLAYER 2 (c061711c8a191652b60fb06c19139524) has been kicked by BattlEye: Admin Kick (You must apply to get on the White List, email: UK10WL@gmail.com)
(2012-12-02 | 16:11:15) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1028 [2720,9968,273]
(2012-12-02 | 16:11:15) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_villager2" 325:18 [10487,12488,277]
(2012-12-02 | 16:11:15) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1030 [2709,9983,273]
(2012-12-02 | 16:11:16) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_teacher" 325:20 [10491,12477,280]
(2012-12-02 | 16:11:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1032 [2703,10065,273]
(2012-12-02 | 16:11:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1034 [2693,10099,274]
(2012-12-02 | 16:11:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1036 [2688,10090,273]
(2012-12-02 | 16:11:18) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1038 [2695,10111,276]
(2012-12-02 | 16:11:19) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1040 [2769,9834,273]
(2012-12-02 | 16:11:19) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1042 [2770,9847,273]
(2012-12-02 | 16:11:19) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1044 [2762,9838,273]
(2012-12-02 | 16:11:20) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1046 [2728,9827,269]
(2012-12-02 | 16:11:20) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager3" 202:1048 [2779,9912,273]
(2012-12-02 | 16:11:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1050 [2725,9902,273]
(2012-12-02 | 16:11:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_hunter" 202:1052 [2763,9878,273]
(2012-12-02 | 16:11:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1054 [2730,9962,274]
(2012-12-02 | 16:11:21) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1056 [2719,9923,273]
(2012-12-02 | 16:11:23) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager3" 202:1058 [2740,10009,274]
(2012-12-02 | 16:11:23) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1060 [2732,9985,273]
(2012-12-02 | 16:11:24) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1062 [2712,9997,273]
(2012-12-02 | 16:11:24) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1064 [2739,9992,274]
(2012-12-02 | 16:11:25) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_soldier_heavy" 325:22 [10446,12488,274]
(2012-12-02 | 16:11:25) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_soldier_heavy" 325:24 [10410,12491,274]
(2012-12-02 | 16:11:25) : CreateVehicle Log: #12 Pharazon (6dcebd744825fa1f7f75ad907bf2ff99) - #62 "z_policeman" 325:26 [10410,12490,274]
(2012-12-02 | 16:11:26) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1066 [2823,9960,273]
(2012-12-02 | 16:11:27) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1068 [2802,9988,273]
(2012-12-02 | 16:11:27) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "Sheep" 313:35 [12024,10787,127]
(2012-12-02 | 16:11:28) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "WeaponHolder" 327:2 [-18687,25918,377]
(2012-12-02 | 16:11:28) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "Sniper1_DZ" 327:5 [-18687,25918,377]
(2012-12-02 | 16:11:28) : CreateVehicle Log: #4 euannr (1dfe5bd552add9c137cc1369b7e3be99) - #62 "DZ_Patrol_Pack_EP1" 327:7 [0,0,0]
(2012-12-02 | 16:11:28) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_teacher" 202:1070 [2744,9936,273]
(2012-12-02 | 16:11:29) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager2" 202:1072 [2770,9985,274]
(2012-12-02 | 16:11:29) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "zZombie_Base" 202:1074 [2763,9945,273]
(2012-12-02 | 16:11:29) : CreateVehicle Log: #3 Bishops Finger (b546ebf1302742d8c4273002d9e7f0fa) - #62 "z_villager1" 202:1076 [2768,10005,273]
(2012-12-02 | 16:11:33) : CreateVehicle Log: #7 Jenny (97241f970642551ae31286320480176d) - #62 "Rabbit" 313:37 [12078,10440,83]
(2012-12-02 | 16:11:38) : CreateVehicle Log: #2 Rauk (6bb6425af2586ff998976a0b22fe6964) - #62 "Goat" 244:473 [5802,7741,322]
